name	type	Description	id	prob	value	balancedByTargetCount	judgmentOnce	kind	mobSize	method	tickInterval	condition	abnormalityCategory	abnormalityKind	conditionCategory	conditionValue	mySkillCategory	isHidePassive	passivityChangeId	passivityChangeTime	prevPassivityId
#N/A	210	#N/A	24000	1	0,03	FALSE	FALSE	0	all	2	0	0	0	0	4002	0					
#N/A	210	#N/A	24001	0,3	24010	FALSE	FALSE	0	all	4	0	0	0	0	4002	0					
#N/A	155	#N/A	24002	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4003	0					
#N/A	155	#N/A	24003	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4010	0					
#N/A	155	#N/A	24004	1	0,1	FALSE	FALSE	0	all	2	0	25	0	0	4001	0					
#N/A	219	#N/A	24005	1	0	FALSE	FALSE	0	all	0	0	0	0	0	4003	0					
#N/A	222	#N/A	24006	1	1,12	FALSE	FALSE	0	all	3	0	0	0	0	4010	0					
#N/A	221	#N/A	24007	1	0,5	FALSE	FALSE	0	all	3	0	0	0	0	4003	0					
#N/A	218	#N/A	24008	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4004	0					
#N/A	220	#N/A	24009	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4010	0					
#N/A	209	#N/A	24010	1	24190	FALSE	FALSE	0	all	4	0	0	0	0	4007	0					
#N/A	157	#N/A	24011	0,3	24060	FALSE	TRUE	0	all	4	0	25	0	0	4008	0					
#N/A	209	#N/A	24012	1	24020	FALSE	FALSE	0	all	4	0	0	0	0	4006	0					
#N/A	161	#N/A	24013	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4004	0					
#N/A	213	#N/A	24015	1	1,15	FALSE	FALSE	0	all	3	0	0	0	0	4001	0					
#N/A	166	#N/A	24016	1	1,5	FALSE	FALSE	0	all	3	0	25	0	0	4009	0					
#N/A	73	#N/A	24017	1	0,5	FALSE	FALSE	0	all	3	0	0	0	0	4012	0					
#N/A	71	#N/A	24018	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	4005	0					
#N/A	71	#N/A	24019	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4013	0					
#N/A	71	#N/A	24020	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4006	0					
#N/A	161	#N/A	24021	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4011	0					
#N/A	161	#N/A	24022	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4015	0					
#N/A	163	#N/A	24023	1	1,3	FALSE	FALSE	0	all	3	0	25	0	21	4008	0					
#N/A	3	#N/A	24024	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	71	#N/A	24026	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	4009	0					
#N/A	161	#N/A	24027	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4013	0					
#N/A	72	#N/A	24028	1	-150	FALSE	FALSE	0	all	2	0	0	0	0	4021	0					
#N/A	71	#N/A	24029	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4019	0					
#N/A	71	#N/A	24030	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4020	0					
#N/A	209	#N/A	24031	1	24030	FALSE	FALSE	0	all	4	0	0	0	0	4009	0					
#N/A	161	#N/A	24032	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4018	0					
#N/A	209	#N/A	24033	1	24050	FALSE	FALSE	0	all	4	0	0	0	0	4020	0					
#N/A	3	#N/A	24034	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	209	#N/A	24035	1	24070	FALSE	FALSE	0	all	4	0	0	0	0	4007	0					
#N/A	209	#N/A	24036	1	24080	FALSE	FALSE	0	all	4	0	0	0	0	4012	0					
#N/A	209	#N/A	24037	0,25	400500	FALSE	FALSE	0	all	4	0	0	0	0	4012	0					
#N/A	209	#N/A	24038	1	24090	FALSE	FALSE	0	all	4	0	0	0	0	4008	0					
#N/A	209	#N/A	24039	1	24070	FALSE	FALSE	0	all	4	0	0	0	0	4016	0					
#N/A	212	#N/A	24040	0,3	0	FALSE	FALSE	0	all	0	0	0	0	0	4011	0					
#N/A	163	#N/A	24041	1	1,3	FALSE	FALSE	0	all	3	0	25	0	22417	4020	0					
#N/A	209	#N/A	24042	1	24100	FALSE	FALSE	0	all	4	0	0	0	0	4020	0					
#N/A	3	#N/A	24043	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	209	#N/A	24044	1	24110	FALSE	FALSE	0	all	4	0	0	0	0	4019	0					
#N/A	219	#N/A	24045	1	0	FALSE	FALSE	0	all	0	0	0	0	0	4018	0					
#N/A	209	#N/A	24046	1	24120	FALSE	FALSE	0	all	4	0	0	0	0	4011	0					
#N/A	209	#N/A	24047	1	24130	FALSE	FALSE	0	all	4	0	0	0	0	4006	0					
#N/A	155	#N/A	24048	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4003	0					
#N/A	219	#N/A	24049	1	0	FALSE	FALSE	0	all	0	0	0	0	0	4003	0					
#N/A	218	#N/A	24050	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4004	0					
#N/A	221	#N/A	24051	1	0,5	FALSE	FALSE	0	all	3	0	0	0	0	4003	0					
#N/A	220	#N/A	24052	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4010	0					
#N/A	161	#N/A	24053	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4004	0					
#N/A	209	#N/A	24054	1	24111	FALSE	FALSE	0	all	4	0	0	0	0	4019	0					
#N/A	209	#N/A	24055	1	24190	FALSE	FALSE	0	all	4	0	0	0	0	4007	0					
#N/A	209	#N/A	24056	1	24101	FALSE	FALSE	0	all	4	0	0	0	0	4020	0					
#N/A	209	#N/A	24057	1	24140	FALSE	FALSE	0	all	4	0	0	0	0	4009	0					
#N/A	212	#N/A	24058	0,35	0	FALSE	FALSE	0	all	0	0	0	0	0	4005	0					
#N/A	209	#N/A	24059	1	24160	FALSE	FALSE	0	all	4	0	0	0	0	4011	0					
#N/A	158	#N/A	24060	1	1,12	TRUE	TRUE	0	all	3	0	25	0	0	4019	0					
#N/A	157	#N/A	24061	0,5	24150	FALSE	FALSE	0	all	4	0	25	0	0	4019	0					
#N/A	170	#N/A	24062	1	1	FALSE	FALSE	0	all	3	0	25	0	0	4013	0					
#N/A	161	#N/A	24063	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4024	0					
#N/A	155	#N/A	24064	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4024	0					
#N/A	210	#N/A	24065	1	0,03	FALSE	FALSE	0	all	2	0	0	0	0	4002	0					
#N/A	155	#N/A	24066	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4010	0					
#N/A	220	#N/A	24067	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4003	0					
#N/A	212	#N/A	24068	0,35	0	FALSE	FALSE	0	all	0	0	0	0	0	4006	0					
#N/A	71	#N/A	24069	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4027	0					
#N/A	71	#N/A	24070	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4027	0					
#N/A	163	#N/A	24071	1	1,2	FALSE	FALSE	0	all	3	0	25	0	1600	4027	0					
#N/A	209	#N/A	24072	1	24170	FALSE	FALSE	0	all	4	0	0	0	0	4025	0					
#N/A	213	#N/A	24073	1	1,2	FALSE	FALSE	0	all	3	0	0	0	0	4025	0					
#N/A	71	#N/A	24074	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	4025	0					
#N/A	72	#N/A	24075	1	-150	FALSE	FALSE	0	all	2	0	0	0	0	4026	0					
#N/A	209	#N/A	24076	1	24091	FALSE	FALSE	0	all	4	0	0	0	0	4026	0					
#N/A	209	#N/A	24077	1	24161	FALSE	FALSE	0	all	4	0	0	0	0	4026	0					
#N/A	218	#N/A	24078	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	4025	0					
#N/A	209	#N/A	24080	1	24181	FALSE	FALSE	0	all	4	0	0	0	0	4002	0					
#N/A	209	#N/A	24081	1	24180	FALSE	FALSE	0	all	4	0	0	0	0	4002	0					
#N/A	164	#N/A	24082	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4030	0					
#N/A	72	#N/A	24083	1	-25	FALSE	FALSE	0	all	2	0	0	0	0	4032	0					
#N/A	164	#N/A	24084	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4032	0					
#N/A	71	#N/A	24085	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4024	0					
#N/A	164	#N/A	24086	1	1,2	FALSE	FALSE	0	all	3	0	25	0	0	4008	0					
#N/A	72	#N/A	24087	1	-60	FALSE	FALSE	0	all	2	0	0	0	0	4008	0					
#N/A	161	#N/A	24088	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4031	0					
#N/A	71	#N/A	24089	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	4012	0					
#N/A	71	#N/A	24090	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4031	0					
#N/A	209	#N/A	24091	1	22080	FALSE	FALSE	0	all	4	0	0	0	0	4031	0					
#N/A	157	#N/A	24092	0,4	24060	FALSE	TRUE	0	all	4	0	25	0	0	4008	0					
#N/A	163	#N/A	24093	1	1,35	FALSE	FALSE	0	all	3	0	25	0	21	4008	0					
#N/A	161	#N/A	24094	1	1,3	FALSE	FALSE	0	all	3	0	25	0	0	4018	0					
#N/A	219	#N/A	24095	1	0	FALSE	FALSE	0	all	0	0	0	0	0	4003	0					
#N/A	220	#N/A	24096	1	1,3	FALSE	FALSE	0	all	3	0	0	0	0	4010	0					
#N/A	161	#N/A	24097	1	1,3	FALSE	FALSE	0	all	3	0	25	0	0	4004	0					
#N/A	161	#N/A	24098	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	4024	0					
#N/A	155	#N/A	24099	1	2	FALSE	FALSE	0	all	3	0	25	0	0	4010	0					
#N/A	71	#N/A	24100	1	0,5	FALSE	FALSE	0	all	3	0	0	0	0	4027	0					
#N/A	209	#N/A	24101	1	24170	FALSE	FALSE	0	all	4	0	0	0	0	4025	0					
#N/A	71	#N/A	24102	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	4031	0					
#N/A	209	#N/A	24103	1	22080	FALSE	FALSE	0	all	4	0	0	0	0	4031	0					
#N/A	217	#N/A	25000	1	75	FALSE	FALSE	0	all	2	0	0	0	0	5001	0					
#N/A	218	#N/A	25001	1	1,3	FALSE	FALSE	0	all	3	0	0	0	0	5020	0					
#N/A	218	#N/A	25003	1	1,17	FALSE	FALSE	0	all	3	0	0	0	0	5006	0					
#N/A	156	#N/A	25004	1	25010	FALSE	FALSE	0	all	4	0	25	0	0	0	0					
#N/A	156	#N/A	25005	1	25020	FALSE	FALSE	0	all	4	0	25	0	0	5010	0					
#N/A	209	#N/A	25006	1	25050	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
#N/A	166	#N/A	25009	1	1,1	FALSE	FALSE	0	all	3	0	25	0	25	5005	0					
#N/A	71	#N/A	25010	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5009	0					
#N/A	71	#N/A	25011	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5010	0					
#N/A	71	#N/A	25012	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5012	0					
#N/A	71	#N/A	25013	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	5002	0					
#N/A	72	#N/A	25014	1	-100	FALSE	FALSE	0	all	2	0	0	0	0	5003	0					
#N/A	155	#N/A	25015	1	2	FALSE	FALSE	0	any	3	0	25	0	0	5012	0					
#N/A	161	#N/A	25016	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	5004	0					
#N/A	72	#N/A	25017	1	-250	FALSE	FALSE	0	all	2	0	0	0	0	5006	0					
#N/A	163	#N/A	25018	1	1,4	FALSE	FALSE	0	all	3	0	25	0	22419	5016	0					
#N/A	161	#N/A	25019	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	5008	0					
#N/A	3	#N/A	25021	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	163	#N/A	25022	1	1,25	FALSE	FALSE	0	all	3	0	25	0	22420	5013	0					
#N/A	213	#N/A	25023	1	1,1	FALSE	FALSE	0	all	3	0	0	0	0	5019	0					
#N/A	72	#N/A	25025	1	-150	FALSE	FALSE	0	all	2	0	0	0	0	5020	0					
#N/A	72	#N/A	25026	1	-150	FALSE	FALSE	0	all	2	0	0	0	0	5011	0					
#N/A	72	#N/A	25027	1	-75	FALSE	FALSE	0	all	2	0	0	0	0	5017	0					
#N/A	163	#N/A	25028	1	1,4	FALSE	FALSE	0	all	3	0	25	0	22418	5018	0					
#N/A	209	#N/A	25029	1	25030	FALSE	FALSE	0	all	4	0	0	0	0	5004	0					
#N/A	209	#N/A	25030	1	25040	FALSE	FALSE	0	all	4	0	0	0	0	5017	0					
#N/A	155	#N/A	25031	1	2	FALSE	FALSE	0	any	3	0	25	0	0	5011	0					
#N/A	71	#N/A	25032	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	5005	0					
#N/A	71	#N/A	25033	1	0,85	FALSE	FALSE	0	all	3	0	0	0	0	5025	0					
#N/A	163	#N/A	25034	1	1,2	FALSE	FALSE	0	all	3	0	25	0	22422	5022	0					
#N/A	163	#N/A	25035	1	1,3	FALSE	FALSE	0	all	3	0	25	0	144	5009	0					
#N/A	71	#N/A	25036	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5021	0					
#N/A	163	#N/A	25037	1	1,4	FALSE	FALSE	0	all	3	0	25	0	22423	5023	0					
#N/A	71	#N/A	25038	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5014	0					
#N/A	209	#N/A	25039	0,5	500601	FALSE	FALSE	0	all	4	0	0	0	0	5014	0					
#N/A	71	#N/A	25040	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5019	0					
#N/A	163	#N/A	25041	1	1,5	FALSE	FALSE	0	all	3	0	25	0	18	5010	0					
#N/A	209	#N/A	25042	1	25060	FALSE	FALSE	0	all	4	0	0	0	0	5019	0					
#N/A	209	#N/A	25043	1	25070	FALSE	FALSE	0	all	4	0	0	0	0	5003	0					
#N/A	157	#N/A	25044	1	25080	FALSE	FALSE	0	all	4	0	25	0	0	5022	0					
#N/A	209	#N/A	25045	1	25090	FALSE	FALSE	0	all	4	0	0	0	0	5018	0					
#N/A	216	#N/A	25046	1	2	FALSE	FALSE	0	all	2	0	0	0	0	5025	0					
#N/A	157	#N/A	25047	1	25100	FALSE	FALSE	0	all	4	0	25	0	0	5025	0					
#N/A	218	#N/A	25048	1	1,3	FALSE	FALSE	0	all	3	0	0	0	0	5013	0					
#N/A	212	#N/A	25049	0,25	0	FALSE	FALSE	0	all	0	0	0	0	0	5013	0					
#N/A	163	#N/A	25050	1	1,5	FALSE	FALSE	0	all	3	0	25	0	32002	5002	0					
#N/A	162	#N/A	25051	1	0,8	FALSE	FALSE	0	all	3	0	25	0	32002	5002	0					
#N/A	209	#N/A	25052	1	25110	FALSE	FALSE	0	all	4	0	0	0	0	5002	0					
#N/A	162	#N/A	25053	1	1,2	FALSE	FALSE	0	all	3	0	25	0	22419	5016	0					
#N/A	156	#N/A	25054	1	25120	FALSE	FALSE	0	all	4	0	25	0	0	5016	0					
#N/A	155	#N/A	25055	1	2	FALSE	FALSE	0	any	3	0	25	0	0	5006	0					
#N/A	216	#N/A	25056	1	1	FALSE	FALSE	0	all	2	0	0	0	0	5020	0					
#N/A	3	#N/A	25057	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	212	#N/A	25058	0,3	0	FALSE	FALSE	0	all	0	0	0	0	0	5011	0					
#N/A	209	#N/A	25059	1	25090	FALSE	FALSE	0	all	4	0	0	0	0	5008	0					
#N/A	229	#N/A	25060	1	0,3	FALSE	FALSE	0	all	3	0	0	0	0	5013	0					
#N/A	71	#N/A	25061	1	0,9	FALSE	FALSE	0	all	3	0	0	0	0	5006	0					
#N/A	209	#N/A	25062	1	25140	FALSE	FALSE	0	all	4	0	0	0	0	5018	0					
#N/A	71	#N/A	25063	1	0,85	FALSE	FALSE	0	all	3	0	0	0	0	5026	0					
#N/A	71	#N/A	25064	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5008	0					
#N/A	71	#N/A	25065	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5027	0					
#N/A	72	#N/A	25066	1	-300	FALSE	FALSE	0	all	2	0	0	0	0	5027	0					
#N/A	163	#N/A	25068	1	1,4	FALSE	FALSE	0	all	3	0	25	0	144	5009	0					
#N/A	218	#N/A	25069	1	1,25	FALSE	FALSE	0	all	3	0	0	0	0	5006	0					
#N/A	71	#N/A	25070	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5006	0					
#N/A	209	#N/A	25071	1	25050	FALSE	FALSE	0	all	4	0	0	0	0	0	0					
#N/A	155	#N/A	25072	1	2	FALSE	FALSE	0	any	3	0	25	0	0	5012	0					
#N/A	229	#N/A	25073	1	0,3	FALSE	FALSE	0	all	3	0	0	0	0	5013	0					
#N/A	71	#N/A	25074	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	5021	0					
#N/A	72	#N/A	25075	1	-100	FALSE	FALSE	0	all	2	0	0	0	0	5003	0					
#N/A	216	#N/A	25076	1	2	FALSE	FALSE	0	all	2	0	0	0	0	5025	0					
#N/A	157	#N/A	25077	0,08	25150	FALSE	FALSE	0	all	4	0	25	0	0	5008	0					
#N/A	71	#N/A	25078	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	5016	0					
#N/A	156	#N/A	25079	1	25160	FALSE	FALSE	0	player	4	0	25	0	0	5022	0					
#N/A	228	#N/A	25080	1	1,3	FALSE	FALSE	0	all	1	0	0	0	18	5010	0					
#N/A	209	#N/A	25081	1	25170	FALSE	FALSE	0	all	4	0	0	0	0	5004	0					
#N/A	78	#N/A	25082	1	1	FALSE	FALSE	0	all	0	0	0	0	0	5004	0					
#N/A	71	#N/A	25083	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5028	0					
#N/A	71	#N/A	25084	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5028	0					
#N/A	163	#N/A	25085	1	1,5	FALSE	FALSE	0	all	3	0	25	0	18	5010	0					
#N/A	72	#N/A	25086	1	-400	FALSE	FALSE	0	all	2	0	0	0	0	5006	0					
#N/A	209	#N/A	25087	1	25190	FALSE	FALSE	0	all	4	0	0	0	0	5007	0					
#N/A	157	#N/A	25088	1	25200	FALSE	FALSE	0	all	4	0	25	0	0	5016	0					
#N/A	209	#N/A	25089	1	25171	FALSE	FALSE	0	all	4	0	0	0	0	5030	0					
#N/A	209	#N/A	25090	1	25021	FALSE	FALSE	0	all	4	0	0	0	0	5030	0					
#N/A	71	#N/A	25091	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5030	0					
#N/A	218	#N/A	25092	1	1,3	FALSE	FALSE	0	all	3	0	0	0	0	5030	0					
#N/A	71	#N/A	25093	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5031	0					
#N/A	71	#N/A	25094	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5031	0					
#N/A	163	#N/A	25095	1	2	FALSE	FALSE	0	all	3	0	25	0	501	5031	0					
#N/A	218	#N/A	25096	1	1,4	FALSE	FALSE	0	all	3	0	0	0	0	5020	0					
#N/A	71	#N/A	25097	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	5012	0					
#N/A	161	#N/A	25098	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	5008	0					
#N/A	163	#N/A	25099	1	1,2	FALSE	FALSE	0	all	3	0	25	0	22422	5022	0					
#N/A	209	#N/A	25100	1	25090	FALSE	FALSE	0	all	4	0	0	0	0	5018	0					
#N/A	212	#N/A	25101	0,4	0	FALSE	FALSE	0	all	0	0	0	0	0	5011	0					
#N/A	209	#N/A	25102	1	25140	FALSE	FALSE	0	all	4	0	0	0	0	5018	0					
#N/A	163	#N/A	25103	1	1,4	FALSE	FALSE	0	all	3	0	25	0	144	5009	0					
#N/A	216	#N/A	25104	1	2	FALSE	FALSE	0	all	2	0	0	0	0	5025	0					
#N/A	209	#N/A	25105	1	25201	FALSE	FALSE	0	all	4	0	0	0	0	5004	0					
#N/A	71	#N/A	25106	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	5028	0					
#N/A	209	#N/A	25107	1	25202	FALSE	FALSE	0	all	4	0	0	0	0	5030	0					
#N/A	216	#N/A	26000	1	1	FALSE	FALSE	0	all	2	0	0	0	0	6002	0					
#N/A	217	#N/A	26001	1	75	FALSE	FALSE	0	all	2	0	0	0	0	6003	0					
#N/A	217	#N/A	26002	1	75	FALSE	FALSE	0	all	2	0	0	0	0	6004	0					
#N/A	161	#N/A	26004	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6004	0					
#N/A	3	#N/A	26005	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	163	#N/A	26006	1	1,5	FALSE	FALSE	0	all	3	0	25	0	32002	6009	0					
#N/A	163	#N/A	26007	1	1,25	FALSE	FALSE	0	all	3	0	25	0	22401	6010	0					
#N/A	156	#N/A	26008	0,05	26010	FALSE	TRUE	0	all	4	0	25	0	0	6001	0					
#N/A	156	#N/A	26009	0,05	26020	FALSE	TRUE	0	all	4	0	25	0	0	6001	0					
#N/A	161	#N/A	26010	0,1	2	FALSE	FALSE	0	all	3	0	25	0	0	6001	0					
#N/A	219	#N/A	26011	1	0	FALSE	FALSE	0	all	0	0	0	0	0	6003	0					
#N/A	219	#N/A	26012	1	0	FALSE	FALSE	0	all	0	0	0	0	0	6004	0					
#N/A	212	#N/A	26017	0,15	0	FALSE	FALSE	0	all	0	0	0	0	0	6008	0					
#N/A	71	#N/A	26018	1	0,71	FALSE	FALSE	0	all	3	0	0	0	0	6006	0					
#N/A	71	#N/A	26019	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6007	0					
#N/A	161	#N/A	26020	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6014	0					
#N/A	71	#N/A	26021	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	6005	0					
#N/A	71	#N/A	26022	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	6016	0					
#N/A	161	#N/A	26023	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6015	0					
#N/A	163	#N/A	26024	1	1,4	FALSE	FALSE	0	all	3	0	25	0	32002	6017	0					
#N/A	71	#N/A	26025	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6014	0					
#N/A	3	#N/A	26026	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	163	#N/A	26027	1	1,4	FALSE	FALSE	0	all	3	0	25	0	22428	6019	0					
#N/A	209	#N/A	26028	1	26040	FALSE	FALSE	0	all	4	0	0	0	0	6021	0					
#N/A	163	#N/A	26029	1	1,5	FALSE	FALSE	0	all	3	0	25	0	22404	6020	0					
#N/A	209	#N/A	26030	1	26050	FALSE	FALSE	0	all	4	0	0	0	0	6012	0					
#N/A	209	#N/A	26031	1	26060	FALSE	FALSE	0	all	4	0	0	0	0	6002	0					
#N/A	209	#N/A	26032	1	26070	FALSE	FALSE	0	all	4	0	0	0	0	6016	0					
#N/A	157	#N/A	26033	0,2	26080	FALSE	TRUE	0	all	4	0	25	0	0	6017	0					
#N/A	71	#N/A	26034	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6020	0					
#N/A	156	#N/A	26035	0,2	26090	FALSE	TRUE	0	all	4	0	25	0	0	6020	0					
#N/A	163	#N/A	26036	1	1,25	FALSE	FALSE	0	all	3	0	25	0	22426	6012	0					
#N/A	209	#N/A	26037	1	26100	FALSE	FALSE	0	all	4	0	0	0	0	6012	0					
#N/A	212	#N/A	26038	0,3	0	FALSE	FALSE	0	all	0	0	0	0	0	6002	0					
#N/A	157	#N/A	26039	1	26110	FALSE	FALSE	0	all	4	0	25	0	0	6002	0					
#N/A	161	#N/A	26040	1	1,2	FALSE	FALSE	0	all	3	0	25	0	0	6018	0					
#N/A	213	#N/A	26041	1	1,2	FALSE	FALSE	0	all	3	0	0	0	0	6008	0					
#N/A	71	#N/A	26042	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	6022	0					
#N/A	157	#N/A	26043	0,3	26120	FALSE	FALSE	0	all	4	0	25	0	0	6016	0					
#N/A	3	#N/A	26044	1	1	FALSE	FALSE	0	all	3	0	0	0	0	0	0					
#N/A	209	#N/A	26045	1	26140	FALSE	FALSE	0	all	4	0	0	0	0	6007	0					
#N/A	209	#N/A	26046	1	26150	FALSE	FALSE	0	all	4	0	0	0	0	6015	0					
#N/A	161	#N/A	26047	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6005	0					
#N/A	209	#N/A	26048	1	26160	FALSE	FALSE	0	all	4	0	0	0	0	6010	0					
#N/A	209	#N/A	26049	1	26170	FALSE	FALSE	0	all	4	0	0	0	0	6002	0					
#N/A	209	#N/A	26050	1	26180	FALSE	FALSE	0	all	4	0	0	0	0	6019	0					
#N/A	209	#N/A	26051	1	26190	FALSE	FALSE	0	all	4	0	0	0	0	6022	0					
#N/A	161	#N/A	26053	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6004	0					
#N/A	219	#N/A	26054	1	0	FALSE	FALSE	0	all	0	0	0	0	0	6004	0					
#N/A	219	#N/A	26055	1	0	FALSE	FALSE	0	all	0	0	0	0	0	6003	0					
#N/A	71	#N/A	26056	1	0,71	FALSE	FALSE	0	all	3	0	0	0	0	6006	0					
#N/A	217	#N/A	26057	1	75	FALSE	FALSE	0	all	2	0	0	0	0	6004	0					
#N/A	163	#N/A	26058	1	1,5	FALSE	FALSE	0	all	3	0	25	0	32002	6009	0					
#N/A	209	#N/A	26059	1	26171	FALSE	FALSE	0	all	4	0	0	0	0	6002	0					
#N/A	157	#N/A	26060	1	26111	FALSE	FALSE	0	all	4	0	25	0	0	6002	0					
#N/A	212	#N/A	26061	0,4	0	FALSE	FALSE	0	all	0	0	0	0	0	6002	0					
#N/A	209	#N/A	26062	1	26141	FALSE	FALSE	0	all	4	0	0	0	0	6007	0					
#N/A	221	#N/A	26063	1	0,6	FALSE	FALSE	0	all	3	0	0	0	0	6003	0					
#N/A	155	#N/A	26064	1	2	FALSE	FALSE	0	all	3	0	25	0	0	6003	0					
#N/A	157	#N/A	26065	1	26200	FALSE	FALSE	0	all	4	0	25	0	0	6018	0					
#N/A	163	#N/A	26066	1	1,4	FALSE	FALSE	0	all	3	0	25	0	22412	6018	0					
#N/A	156	#N/A	26067	1	26210	FALSE	FALSE	0	all	4	0	25	0	0	6016	0					
#N/A	71	#N/A	26068	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6023	0					
#N/A	71	#N/A	26069	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6024	0					
#N/A	161	#N/A	26070	1	1,25	FALSE	FALSE	0	all	3	0	25	0	0	6025	0					
#N/A	71	#N/A	26071	1	0,7	FALSE	FALSE	0	all	3	0	0	0	0	6023	0					
#N/A	155	#N/A	26072	1	2	FALSE	FALSE	0	all	3	0	25	0	0	6029	0					
#N/A	161	#N/A	26073	1	1,35	FALSE	FALSE	0	all	3	0	25	0	0	6025	0					
#N/A	71	#N/A	26074	1	0,75	FALSE	FALSE	0	all	3	0	0	0	0	6016	0					
#N/A	71	#N/A	26075	1	0,8	FALSE	FALSE	0	all	3	0	0	0	0	6020	0					
#N/A	161	#N/A	26076	1	1,2	FALSE	FALSE	0	all	3	0	25	0	0	6008	0					
